customer_id,age,income,credit_score,months_on_book,current_limit,avg_monthly_spend,utilization_rate,num_late_payments_12m,debt_to_income,num_credit_inquiries_6m,employment_status,account_type,limit_increase_treatment,spend_change_pct,defaulted_next_12m,spend_to_income_ratio,limit_to_income_ratio,late_payment_rate,tenure_years,risk_flag_high_utilization,credit_score_bucket,credit_score_x_dti,spend_to_monthly_income,inquiries_per_month_on_book,is_new_account,high_risk_combo,debt_burden_index,credit_score_x_income,payment_behavior_score,spending_headroom,dti_x_utilization,risk_composite,income_x_tenure,utilization_squared
CUST_005902,38.0,574301.47,615.0,167,61612.23,22039.09,0.358,0,0.103,0,employed,premium,0,9.56,0,0.46050566438564056,0.10728203429463624,0.0,13.916666666666666,0,fair,551.655,0.4605056643856405,0.0,0,0,0.036874,353195404.05,0.0,0.642,0.036874,0.18029117647058823,95908345.49,0.128164
CUST_005903,53.0,919230.62,754.0,91,107816.43,25803.86,0.239,0,0.316,4,retired,student,0,4.69,0,0.3368537919243813,0.11728985920856291,0.0,7.583333333333333,0,excellent,515.736,0.3368537919243813,0.043478260869565216,0,0,0.075524,693099887.48,0.3333333333333333,0.761,0.075524,0.165030179028133,83649986.42,0.057121
CUST_005904,29.0,490542.44,667.0,33,64314.96,3166.52,0.049,0,0.475,2,employed,student,1,25.88,0,0.07746167691423396,0.13110987909629185,0.0,2.75,0,fair,350.175,0.07746167691423396,0.058823529411764705,0,0,0.023275,327191807.48,0.16666666666666666,0.951,0.023275,0.19902058823529412,16187900.52,0.0024010000000000004
CUST_005905,35.0,428117.85,672.0,163,62008.46,1434.18,0.023,2,0.287,3,employed,standard,0,19.77,0,0.04019958523102926,0.1448396977607918,0.16666666666666666,13.583333333333334,0,good,479.1360000000001,0.04019958523102927,0.018292682926829267,0,0,0.006600999999999999,287695195.2,0.4166666666666667,0.977,0.006600999999999999,0.16600279770444762,69783209.55,0.000529
CUST_005906,38.0,597889.37,608.0,184,27773.3,7849.75,0.283,1,0.256,2,employed,premium,0,7.14,0,0.1575492134941285,0.046452239149192436,0.08333333333333333,15.333333333333334,0,fair,452.352,0.1575492134941285,0.010810810810810811,0,0,0.072448,363516736.96,0.25,0.7170000000000001,0.072448,0.21959284578696342,110011644.08,0.08008899999999998
CUST_005907,18.0,447253.86,620.0,16,43181.17,32088.96,0.743,0,0.302,0,self_employed,student,1,25.95,0,0.8609596348704515,0.09654733890949538,0.0,1.3333333333333333,0,fair,432.76,0.8609596348704515,0.0,0,0,0.224386,277297393.2,0.0,0.257,0.224386,0.3052764705882353,7156061.76,0.552049
CUST_005908,60.0,390890.52,669.0,183,77929.49,7631.66,0.098,0,0.394,2,employed,standard,0,4.87,0,0.234285344141884,0.19936398048231,0.0,15.25,0,fair,405.414,0.234285344141884,0.010869565217391304,0,0,0.038612,261505757.88000003,0.16666666666666666,0.902,0.038612,0.1830693094629156,71532965.16,0.009604000000000001
CUST_005909,29.0,1383276.07,621.0,140,212989.86,106345.94,0.499,0,0.217,1,retired,standard,1,27.87,0,0.922557187011845,0.15397494731474679,0.0,11.666666666666666,0,fair,486.243,0.922557187011845,0.0070921985815602835,0,0,0.108283,859014439.47,0.08333333333333333,0.501,0.108283,0.23558274926992073,193658649.8,0.249001
CUST_005910,46.0,259190.8,709.0,20,32178.94,9513.74,0.296,0,0.11,1,retired,standard,0,-4.01,0,0.4404665597698684,0.12415155167544527,0.0,1.6666666666666667,0,good,631.01,0.44046655976986837,0.047619047619047616,0,0,0.03256,183766277.2,0.08333333333333333,0.704,0.03256,0.1412266106442577,5183816.0,0.08761599999999999
CUST_005911,39.0,801496.72,708.0,92,88319.52,62118.23,0.703,1,0.346,1,retired,standard,1,37.72,0,0.9300334504176138,0.1101932394682788,0.08333333333333333,7.666666666666667,0,good,463.03200000000004,0.9300334504176139,0.010752688172043012,0,1,0.24323799999999995,567459677.76,0.16666666666666666,0.29700000000000004,0.24323799999999995,0.2907929158760279,73737698.24,0.49420899999999995
CUST_005912,55.0,561844.31,695.0,223,49425.32,7042.67,0.142,0,0.111,1,self_employed,student,1,22.79,0,0.1504189657095575,0.08796977938603667,0.0,18.583333333333332,0,good,617.855,0.1504189657095575,0.004464285714285714,0,0,0.015761999999999998,390481795.45000005,0.08333333333333333,0.858,0.015761999999999998,0.11130231092436975,125291281.13000001,0.020163999999999998
CUST_005913,45.0,411833.49,650.0,15,52028.91,21485.59,0.413,2,0.1,1,retired,standard,1,16.06,0,0.6260469006539512,0.1263348204149206,0.16666666666666666,1.25,0,fair,585.0,0.6260469006539513,0.0625,0,0,0.0413,267691768.5,0.25,0.587,0.0413,0.20943823529411768,6177502.35,0.17056899999999997
CUST_005914,37.0,698248.54,615.0,112,32542.47,11621.42,0.357,4,0.284,1,employed,premium,1,31.13,1,0.19972406959848424,0.04660585470039078,0.3333333333333333,9.333333333333334,0,fair,440.34,0.19972406959848424,0.008849557522123894,0,0,0.10138799999999999,429422852.1,0.4166666666666667,0.643,0.10138799999999999,0.2762261322228006,78203836.48,0.12744899999999998
CUST_005915,29.0,606513.46,703.0,70,38597.54,13125.78,0.34,1,0.127,2,employed,premium,1,20.33,0,0.2596963965152563,0.06363838982237921,0.08333333333333333,5.833333333333333,0,good,613.719,0.2596963965152563,0.028169014084507043,0,0,0.04318,426378962.38,0.25,0.6599999999999999,0.04318,0.1669492543496272,42455942.199999996,0.11560000000000002
CUST_005916,50.0,1081909.98,667.0,157,46839.75,5400.67,0.115,1,0.266,0,employed,premium,1,14.68,0,0.05990150862643859,0.04329357420291104,0.08333333333333333,13.083333333333334,0,fair,489.578,0.059901508626438595,0.0,0,0,0.030590000000000003,721633956.66,0.08333333333333333,0.885,0.030590000000000003,0.16658823529411768,169859866.85999998,0.013225
CUST_005917,18.0,358424.75,677.0,36,76265.46,24609.57,0.323,1,0.192,0,self_employed,standard,1,36.37,0,0.8239242407227737,0.21277955833128154,0.08333333333333333,3.0,0,good,547.0160000000001,0.8239242407227737,0.0,0,0,0.062016,242653555.75,0.08333333333333333,0.677,0.062016,0.18615882352941177,12903291.0,0.104329
CUST_005918,48.0,473419.58,718.0,50,104220.92,36090.82,0.346,0,0.291,0,self_employed,premium,1,28.39,0,0.9148118461851534,0.22014492936688423,0.0,4.166666666666667,0,good,509.06200000000007,0.9148118461851535,0.0,0,0,0.10068599999999998,339915258.44,0.0,0.654,0.10068599999999998,0.18853823529411762,23670979.0,0.11971599999999999
CUST_005919,27.0,941491.96,690.0,19,38510.67,5476.78,0.142,2,0.213,1,employed,standard,0,10.23,0,0.069805545657554,0.04090387558912346,0.16666666666666666,1.5833333333333333,0,good,543.03,0.069805545657554,0.05,0,0,0.030245999999999995,649629452.4,0.25,0.858,0.030245999999999995,0.1681205882352941,17888347.24,0.020163999999999998
CUST_005920,55.0,544578.39,659.0,207,37199.28,4770.83,0.128,2,0.112,1,employed,premium,0,13.2,0,0.10512712412257122,0.06830840276273173,0.16666666666666666,17.25,0,fair,585.192,0.10512712412257122,0.004807692307692308,0,0,0.014336,358877159.01,0.25,0.872,0.014336,0.14649253393665157,112727726.73,0.016384
CUST_005921,42.0,763782.92,812.0,68,71424.93,23410.82,0.328,0,0.421,1,retired,standard,1,53.15,0,0.3678137238261363,0.09351469917656706,0.0,5.666666666666667,0,excellent,470.14799999999997,0.36781372382613636,0.014492753623188406,0,0,0.138088,620191731.0400001,0.08333333333333333,0.6719999999999999,0.138088,0.1857110400682012,51937238.56,0.10758400000000001
CUST_005922,48.0,1031641.03,637.0,173,43319.42,20417.78,0.471,0,0.11,1,employed,standard,1,37.36,0,0.2374986578422535,0.041990788210507675,0.0,14.416666666666666,0,fair,566.9300000000001,0.23749865784225352,0.005747126436781609,0,0,0.051809999999999995,657155336.11,0.08333333333333333,0.529,0.051809999999999995,0.1974511832319135,178473898.19,0.22184099999999998
CUST_005923,41.0,769107.7,601.0,28,83720.66,4684.02,0.056,1,0.147,2,employed,standard,1,22.86,0,0.07308240445388858,0.10885427359523252,0.08333333333333333,2.3333333333333335,0,fair,512.653,0.0730824044538886,0.06896551724137931,0,0,0.008232,462233727.7,0.25,0.944,0.008232,0.15522890466531442,21535015.599999998,0.0031360000000000003
CUST_005924,19.0,453608.86,677.0,122,67396.85,19527.64,0.29,1,0.32,0,self_employed,student,0,9.12,0,0.5165941423630923,0.14857921866870064,0.08333333333333333,10.166666666666666,0,good,460.35999999999996,0.5165941423630923,0.0,0,0,0.0928,307093198.21999997,0.08333333333333333,0.71,0.0928,0.21155882352941174,55340280.92,0.0841
CUST_005925,30.0,509942.77,664.0,111,36472.87,8410.1,0.231,0,0.067,2,employed,standard,0,-0.0,0,0.19790691414254194,0.07152345742640885,0.0,9.25,0,fair,619.5120000000001,0.1979069141425419,0.017857142857142856,0,0,0.015477000000000001,338601999.28000003,0.16666666666666666,0.769,0.015477000000000001,0.1303827731092437,56603647.47,0.053361000000000006
CUST_005926,48.0,1035586.03,698.0,219,77797.24,14441.24,0.186,0,0.171,3,employed,premium,1,16.45,0,0.16733991670397486,0.0751238793748502,0.0,18.25,0,good,578.6419999999999,0.16733991670397486,0.013636363636363636,0,0,0.031806,722839048.94,0.25,0.8140000000000001,0.031806,0.1349606951871658,226793340.57,0.034596
CUST_005927,42.0,640398.19,616.0,75,62895.9,25784.49,0.41,1,0.123,2,self_employed,standard,0,9.74,0,0.48315857982047083,0.09821373792452474,0.08333333333333333,6.25,0,fair,540.232,0.48315857982047083,0.02631578947368421,0,0,0.050429999999999996,394485285.03999996,0.25,0.5900000000000001,0.050429999999999996,0.2104698142414861,48029864.24999999,0.16809999999999997
CUST_005928,54.0,544881.72,579.0,151,43788.12,18742.97,0.428,0,0.077,0,employed,student,1,37.64,0,0.4127788320738674,0.08036261521124255,0.0,12.583333333333334,0,poor,534.417,0.4127788320738674,0.0,0,0,0.032956,315486515.88,0.0,0.5720000000000001,0.032956,0.20049705882352942,82277139.72,0.18318399999999999
CUST_005929,45.0,709719.07,749.0,209,61837.86,28306.11,0.458,1,0.056,1,retired,standard,1,25.85,0,0.47860249830964813,0.08713005274044561,0.08333333333333333,17.416666666666668,0,excellent,707.0559999999999,0.47860249830964813,0.004761904761904762,0,0,0.025648,531579583.42999995,0.16666666666666666,0.542,0.025648,0.1542232492997199,148331285.63,0.209764
CUST_005930,28.0,335070.88,719.0,19,29875.32,16063.44,0.538,0,0.508,0,employed,standard,1,34.35,0,0.5752850859495758,0.08916119478959197,0.0,1.5833333333333333,0,good,353.748,0.5752850859495758,0.0,0,0,0.27330400000000005,240915962.72,0.0,0.46199999999999997,0.27330400000000005,0.28083529411764707,6366346.72,0.28944400000000003
CUST_005931,30.0,536843.14,714.0,17,40031.33,6816.07,0.17,0,0.061,1,unemployed,premium,1,22.5,0,0.1523589181003598,0.07456801999928694,0.0,1.4166666666666667,0,good,670.446,0.15235891810035979,0.05555555555555555,0,0,0.01037,383306001.96000004,0.08333333333333333,0.83,0.01037,0.10280555555555555,9126333.38,0.028900000000000006
CUST_005932,41.0,576458.68,620.0,103,72668.19,20272.06,0.279,1,0.15,0,employed,student,1,39.55,0,0.4219985376922419,0.12605966831829124,0.08333333333333333,8.583333333333334,0,fair,527.0,0.4219985376922419,0.0,0,0,0.041850000000000005,357404381.6,0.08333333333333333,0.721,0.041850000000000005,0.18697647058823533,59375244.04000001,0.07784100000000002
CUST_005933,18.0,572233.65,665.0,45,42827.82,19079.56,0.445,0,0.35,0,employed,premium,0,5.51,0,0.40010705417271425,0.07484323929569678,0.0,3.75,0,fair,432.25,0.40010705417271425,0.0,0,0,0.15575,380535377.25,0.0,0.5549999999999999,0.15575,0.24179411764705883,25750514.25,0.198025
CUST_005934,60.0,500108.13,678.0,135,61417.32,8151.24,0.133,0,0.358,3,employed,student,1,41.26,0,0.19558746225541265,0.12280808152428956,0.0,11.25,0,good,435.276,0.19558746225541265,0.022058823529411766,0,0,0.047614000000000004,339073312.14,0.25,0.867,0.047614000000000004,0.17901176470588237,67514597.55,0.017689000000000003
CUST_005935,45.0,519717.08,780.0,48,23682.54,1702.47,0.072,1,0.079,0,unemployed,premium,0,-2.55,0,0.039309156435651485,0.04556813872655484,0.08333333333333333,4.0,0,excellent,718.38,0.03930915643565149,0.0,0,0,0.0056879999999999995,405379322.40000004,0.08333333333333333,0.928,0.0056879999999999995,0.07135588235294119,24946419.84,0.005183999999999999
CUST_005936,55.0,567340.22,642.0,69,47539.15,14390.63,0.303,1,0.201,0,employed,standard,1,13.95,0,0.304380958571913,0.08379301929272705,0.08333333333333333,5.75,0,fair,512.958,0.304380958571913,0.0,0,0,0.060903,364232421.24,0.08333333333333333,0.6970000000000001,0.060903,0.19676176470588236,39146475.18,0.091809
CUST_005937,21.0,1152132.34,724.0,108,55374.48,50534.77,0.913,3,0.181,1,self_employed,standard,1,23.78,0,0.5263433886423151,0.048062603641522636,0.25,9.0,1,good,592.956,0.5263433886423151,0.009174311926605505,0,1,0.165253,834143814.1600001,0.3333333333333333,0.08699999999999997,0.165253,0.31073801942795465,124430292.72000001,0.8335690000000001
CUST_005938,55.0,221595.08,617.0,190,35925.85,1582.8,0.044,0,0.201,1,self_employed,standard,0,-3.35,0,0.08571309435209482,0.1621238612337422,0.0,15.833333333333334,0,fair,492.98299999999995,0.08571309435209483,0.005235602094240838,0,0,0.008844,136724164.35999998,0.08333333333333333,0.956,0.008844,0.1418088543270712,42103065.199999996,0.0019359999999999998
CUST_005939,67.0,817934.7,689.0,70,51848.32,12799.49,0.247,0,0.388,3,employed,student,1,35.47,0,0.18778256992887088,0.06338931457486766,0.0,5.833333333333333,0,good,421.668,0.18778256992887088,0.04225352112676056,0,0,0.095836,563557008.3,0.25,0.753,0.095836,0.20744888152444077,57255429.0,0.061009
CUST_005940,24.0,574327.82,766.0,230,54823.75,8210.51,0.15,1,0.329,0,employed,premium,1,31.43,0,0.17155031772620732,0.09545724252048247,0.08333333333333333,19.166666666666668,0,excellent,513.986,0.17155031772620732,0.0,0,0,0.04935,439935110.11999995,0.08333333333333333,0.85,0.04935,0.15439705882352944,132095398.6,0.0225
CUST_005941,49.0,580816.03,743.0,1,29347.96,8126.17,0.277,1,0.274,0,self_employed,standard,1,28.45,0,0.1678914405995303,0.05052883957076735,0.08333333333333333,0.08333333333333333,0,excellent,539.418,0.16789144059953026,0.0,1,0,0.07589800000000001,431546310.29,0.08333333333333333,0.723,0.07589800000000001,0.17416470588235294,580816.03,0.07672900000000002
CUST_005942,40.0,497431.05,683.0,57,11877.54,974.39,0.082,0,0.267,0,employed,premium,1,32.67,0,0.0235061321564064,0.02387776155107326,0.0,4.75,0,good,500.639,0.0235061321564064,0.0,0,0,0.021894000000000004,339745407.15,0.0,0.918,0.021894000000000004,0.14209117647058822,28353569.849999998,0.006724000000000001
CUST_005943,21.0,748490.29,598.0,236,31127.6,9506.03,0.305,1,0.3,2,self_employed,student,1,29.07,0,0.15240325963346835,0.041587179440898285,0.08333333333333333,19.666666666666668,0,fair,418.59999999999997,0.15240325963346835,0.008438818565400843,0,0,0.0915,447597193.42,0.25,0.6950000000000001,0.0915,0.23828505832712835,176643708.44,0.093025
CUST_005944,46.0,915836.53,653.0,235,17107.72,2004.71,0.117,0,0.337,1,employed,standard,0,-19.91,0,0.026267264093516776,0.018679883843462763,0.0,19.583333333333332,0,fair,432.939,0.026267264093516776,0.00423728813559322,0,0,0.039429000000000006,598041254.09,0.08333333333333333,0.883,0.039429000000000006,0.1776031405782652,215221584.55,0.013689000000000002
CUST_005945,50.0,254412.28,628.0,84,70476.02,23689.09,0.336,0,0.189,3,retired,standard,0,-1.13,0,1.1173559703957687,0.2770150088667104,0.0,7.0,0,fair,509.308,1.1173559703957685,0.03529411764705882,0,0,0.063504,159770911.84,0.25,0.6639999999999999,0.063504,0.19633235294117649,21370631.52,0.11289600000000001
CUST_005946,33.0,1532288.24,658.0,129,86354.37,31187.75,0.361,0,0.226,0,retired,standard,0,15.53,0,0.24424451629283536,0.05635647898726939,0.0,10.75,0,fair,509.29200000000003,0.24424451629283536,0.0,0,0,0.081586,1008245661.92,0.0,0.639,0.081586,0.19646470588235293,197665182.96,0.130321
CUST_005947,54.0,637210.14,734.0,66,27266.97,18035.55,0.661,0,0.176,1,employed,standard,1,7.95,0,0.3396471374419747,0.04279117403875588,0.0,5.5,0,good,604.816,0.3396471374419748,0.014925373134328358,0,0,0.116336,467712242.76,0.08333333333333333,0.33899999999999997,0.116336,0.21863371378402108,42055869.24,0.43692100000000006
CUST_005948,20.0,627412.01,650.0,28,28810.23,16341.07,0.567,1,0.348,1,employed,standard,1,36.24,0,0.3125423754639316,0.045919156058233566,0.08333333333333333,2.3333333333333335,0,fair,423.8,0.3125423754639316,0.034482758620689655,0,0,0.19731599999999996,407817806.5,0.16666666666666666,0.43300000000000005,0.19731599999999996,0.2869365111561866,17567536.28,0.32148899999999997
CUST_005949,22.0,318890.43,775.0,141,40649.94,4400.43,0.108,0,0.266,0,employed,standard,0,11.57,0,0.1655902938197299,0.12747306339672848,0.0,11.75,0,excellent,568.85,0.1655902938197299,0.0,0,0,0.028728,247140083.25,0.0,0.892,0.028728,0.11457058823529412,44963550.63,0.011663999999999999
CUST_005950,42.0,461874.57,602.0,133,35106.53,4234.95,0.121,0,0.081,2,employed,standard,1,27.87,0,0.11002857334189235,0.07600879606772895,0.0,11.083333333333334,0,fair,553.238,0.11002857334189237,0.014925373134328358,0,0,0.009801,278048491.14,0.16666666666666666,0.879,0.009801,0.1334719490781387,61429317.81,0.014641
CUST_005951,40.0,1100835.65,720.0,98,33663.79,15517.3,0.461,0,0.087,2,employed,standard,1,20.39,0,0.16915113532160772,0.030580214221805048,0.0,8.166666666666666,0,good,657.36,0.16915113532160775,0.020202020202020204,0,0,0.040107,792601667.9999999,0.16666666666666666,0.5389999999999999,0.040107,0.16185255496137851,107881893.69999999,0.21252100000000002
CUST_005952,31.0,615939.77,625.0,90,20720.48,9686.12,0.467,1,0.106,1,self_employed,standard,1,26.31,0,0.18870910056676482,0.03364043208315644,0.08333333333333333,7.5,0,fair,558.75,0.18870910056676482,0.01098901098901099,0,0,0.049502000000000004,384962356.25,0.16666666666666666,0.5329999999999999,0.049502000000000004,0.21291066580478346,55434579.300000004,0.21808900000000003
CUST_005953,50.0,720060.92,681.0,81,47705.49,12801.71,0.268,2,0.114,1,employed,student,1,28.4,0,0.21334378207888297,0.06625201934303003,0.16666666666666666,6.75,0,good,603.366,0.21334378207888297,0.012195121951219513,0,0,0.030552000000000003,490361486.52000004,0.25,0.732,0.030552000000000003,0.16796657101865137,58324934.52,0.07182400000000001
CUST_005954,46.0,485271.48,632.0,233,30936.55,7611.49,0.246,0,0.183,2,employed,standard,1,18.42,0,0.18822016904846747,0.0637510162352834,0.0,19.416666666666668,0,fair,516.3439999999999,0.18822016904846745,0.008547008547008548,0,0,0.045017999999999996,306691575.36,0.16666666666666666,0.754,0.045017999999999996,0.1727458773252891,113068254.83999999,0.060516
CUST_005955,50.0,1449668.24,812.0,43,22301.95,2306.87,0.103,0,0.211,2,employed,standard,0,17.87,0,0.019095707028802672,0.015384175071670192,0.0,3.5833333333333335,0,excellent,640.668,0.019095707028802672,0.045454545454545456,0,0,0.021733,1177130610.8799999,0.16666666666666666,0.897,0.021733,0.09130721925133689,62335734.32,0.010608999999999999
CUST_005956,39.0,557396.76,691.0,19,38373.18,2344.31,0.061,1,0.144,1,employed,standard,1,27.86,0,0.050469830502782254,0.06884356486033395,0.08333333333333333,1.5833333333333333,0,good,591.496,0.050469830502782254,0.05,0,0,0.008783999999999998,385161161.16,0.16666666666666666,0.9390000000000001,0.008783999999999998,0.12181764705882352,10590538.44,0.003721
CUST_005957,47.0,993242.27,599.0,186,52382.85,23951.27,0.457,0,0.169,0,employed,standard,0,-2.38,0,0.2893707292582302,0.05273924759565458,0.0,15.5,0,fair,497.76899999999995,0.28937072925823026,0.0,0,0,0.07723300000000001,594952119.73,0.0,0.5429999999999999,0.07723300000000001,0.22223823529411765,184743062.22,0.208849
CUST_005958,35.0,557896.2,618.0,70,43803.24,6483.36,0.148,1,0.105,0,retired,standard,1,12.44,0,0.13945303803825873,0.0785150355926425,0.08333333333333333,5.833333333333333,0,fair,553.11,0.13945303803825873,0.0,0,0,0.015539999999999998,344779851.59999996,0.08333333333333333,0.852,0.015539999999999998,0.15023235294117648,39052734.0,0.021903999999999996
CUST_005959,65.0,698291.13,621.0,125,63029.38,4188.32,0.066,2,0.111,1,employed,premium,1,32.67,0,0.07197548105759269,0.09026232368152808,0.16666666666666666,10.416666666666666,0,fair,552.069,0.07197548105759269,0.007936507936507936,0,0,0.007326,433638791.73,0.25,0.9339999999999999,0.007326,0.14756718020541548,87286391.25,0.0043560000000000005
CUST_005960,30.0,699757.99,715.0,62,129286.7,33149.26,0.256,0,0.176,0,retired,standard,0,0.5,0,0.5684695647419474,0.18475916223550373,0.0,5.166666666666667,0,good,589.1600000000001,0.5684695647419474,0.0,0,0,0.045056,500326962.84999996,0.0,0.744,0.045056,0.1428470588235294,43384995.38,0.065536
CUST_005961,65.0,905330.64,648.0,9,47802.33,23291.35,0.487,1,0.152,1,employed,premium,0,5.74,0,0.3087227888365735,0.0528009634137645,0.08333333333333333,0.75,0,fair,549.504,0.30872278883657356,0.1,1,0,0.07402399999999999,586654254.72,0.16666666666666666,0.513,0.07402399999999999,0.22919411764705883,8147975.76,0.237169
CUST_005962,40.0,832715.2,701.0,159,98838.77,35543.14,0.36,0,0.068,0,employed,standard,1,25.85,0,0.5122011463222961,0.11869456688193035,0.0,13.25,0,good,653.332,0.512201146322296,0.0,0,0,0.024480000000000002,583733355.1999999,0.0,0.64,0.024480000000000002,0.14158823529411763,132401716.8,0.1296
CUST_005963,23.0,482467.54,737.0,165,24107.75,3867.67,0.16,0,0.461,1,employed,standard,0,6.33,0,0.09619722810782255,0.04996761025622574,0.0,13.75,0,good,397.24299999999994,0.09619722810782255,0.006024096385542169,0,0,0.07376,355578576.97999996,0.08333333333333333,0.84,0.07376,0.18773476257973068,79607144.1,0.0256
CUST_005964,56.0,1006075.17,598.0,88,9314.71,1873.72,0.201,1,0.152,1,retired,premium,0,1.4,0,0.022348866834672004,0.009258463261746137,0.08333333333333333,7.333333333333333,0,fair,507.104,0.022348866834672004,0.011235955056179775,0,0,0.030552000000000003,601632951.66,0.16666666666666666,0.7989999999999999,0.030552000000000003,0.18076477197620625,88534614.96000001,0.040401000000000006
CUST_005965,42.0,382482.31,774.0,133,32061.22,13177.89,0.411,0,0.289,0,employed,standard,0,4.13,0,0.4134431210687888,0.08382405973233116,0.0,11.083333333333334,0,excellent,550.3140000000001,0.4134431210687888,0.0,0,0,0.11877899999999998,296041307.94,0.0,0.589,0.11877899999999998,0.18127352941176467,50870147.23,0.168921
CUST_005966,50.0,350601.19,612.0,90,39956.56,10248.21,0.256,2,0.153,2,employed,standard,0,13.72,0,0.3507646964917603,0.11396584250042048,0.16666666666666666,7.5,0,fair,518.364,0.3507646964917603,0.02197802197802198,0,0,0.039168,214567928.28,0.3333333333333333,0.744,0.039168,0.20064780219780218,31554107.1,0.065536
CUST_005967,55.0,523798.26,755.0,122,26872.29,9211.71,0.343,1,0.142,2,self_employed,student,1,16.16,0,0.21103643986904422,0.051302747741086424,0.08333333333333333,10.166666666666666,0,excellent,647.79,0.2110364398690442,0.016260162601626018,0,0,0.048706,395467686.3,0.25,0.657,0.048706,0.1517554280248685,63903387.72,0.11764900000000002
CUST_005968,44.0,712853.02,674.0,96,66719.2,15609.3,0.234,1,0.408,1,self_employed,student,1,35.42,0,0.26276328323614306,0.09359460944697968,0.08333333333333333,8.0,0,good,399.00800000000004,0.2627632832361431,0.010309278350515464,0,0,0.095472,480462935.48,0.16666666666666666,0.766,0.095472,0.22444857489387507,68433889.92,0.054756000000000006
CUST_005969,33.0,376993.72,794.0,76,35931.95,5646.98,0.157,0,0.162,1,self_employed,student,0,10.35,0,0.17974771569139136,0.09531179988886818,0.0,6.333333333333333,0,excellent,665.372,0.17974771569139136,0.012987012987012988,0,0,0.025434000000000002,299333013.68,0.08333333333333333,0.843,0.025434000000000002,0.09296340718105425,28651522.72,0.024649
CUST_005970,52.0,576641.77,653.0,216,44891.72,3095.16,0.069,1,0.208,0,self_employed,standard,0,2.27,1,0.06441073458830428,0.0778502743566426,0.08333333333333333,18.0,0,fair,517.176,0.06441073458830428,0.0,0,0,0.014352,376547075.81,0.08333333333333333,0.931,0.014352,0.1478294117647059,124554622.32000001,0.0047610000000000005
CUST_005971,40.0,320249.61,653.0,90,48080.2,14791.83,0.308,0,0.085,0,employed,premium,1,19.67,0,0.5542612838779101,0.15013351616571835,0.0,7.5,0,fair,597.495,0.5542612838779102,0.0,0,0,0.026180000000000002,209122995.32999998,0.0,0.692,0.026180000000000002,0.1523794117647059,28822464.9,0.094864
CUST_005972,48.0,528975.45,718.0,140,89978.63,39388.49,0.438,0,0.168,1,unemployed,standard,1,30.43,0,0.8935421861260292,0.17009982221292125,0.0,11.666666666666666,0,good,597.376,0.8935421861260291,0.0070921985815602835,0,0,0.07358400000000001,379804373.09999996,0.08333333333333333,0.562,0.07358400000000001,0.17689745515227367,74056563.0,0.191844
CUST_005973,18.0,924794.25,620.0,199,36025.34,7242.35,0.201,1,0.203,0,employed,premium,0,7.71,0,0.0939757140574782,0.03895497836410639,0.08333333333333333,16.583333333333332,0,fair,494.13999999999993,0.09397571405747819,0.0,0,0,0.040803000000000006,573372435.0,0.08333333333333333,0.7989999999999999,0.040803000000000006,0.18462647058823534,184034055.75,0.040401000000000006
CUST_005974,45.0,408555.35,604.0,78,38281.12,2714.42,0.071,1,0.067,3,unemployed,standard,0,-0.56,0,0.07972736129878119,0.09369873629117818,0.08333333333333333,6.5,0,fair,563.532,0.07972736129878118,0.0379746835443038,0,0,0.004757,246767431.39999998,0.3333333333333333,0.929,0.004757,0.13407099776619508,31867317.299999997,0.0050409999999999995
CUST_005975,32.0,344638.12,724.0,168,90568.23,37259.09,0.411,0,0.054,1,employed,standard,1,28.78,0,1.297329152097278,0.2627922587321449,0.0,14.0,0,good,684.904,1.297329152097278,0.005917159763313609,0,0,0.022194,249517998.88,0.08333333333333333,0.589,0.022194,0.14076230421162547,57899204.16,0.168921
CUST_005976,60.0,708128.73,738.0,134,102206.25,84166.45,0.823,2,0.155,1,employed,standard,0,15.71,0,1.4262906689296448,0.1443328672740054,0.16666666666666666,11.166666666666666,1,good,623.61,1.426290668929645,0.007407407407407408,0,1,0.12756499999999998,522599002.74,0.25,0.17700000000000005,0.12756499999999998,0.26862015250544663,94889249.82,0.677329
CUST_005977,47.0,418982.29,747.0,123,101981.36,11202.05,0.11,0,0.484,0,self_employed,standard,1,34.66,0,0.3208359952397988,0.2434025552726823,0.0,10.25,0,excellent,385.452,0.3208359952397988,0.0,0,0,0.053239999999999996,312979770.63,0.0,0.89,0.053239999999999996,0.17935294117647058,51534821.669999994,0.0121
CUST_005978,43.0,1776727.22,721.0,111,99463.68,11075.73,0.111,0,0.368,1,employed,premium,1,33.94,0,0.07480538289946388,0.055981401579472616,0.0,9.25,0,good,455.672,0.07480538289946388,0.008928571428571428,0,0,0.040848,1281020325.62,0.08333333333333333,0.889,0.040848,0.160622268907563,197216721.42,0.012321
CUST_005979,46.0,651084.2,641.0,188,15257.12,977.82,0.064,0,0.123,1,employed,standard,0,11.81,0,0.018022000841058653,0.023433405387505952,0.0,15.666666666666666,0,fair,562.157,0.018022000841058657,0.005291005291005291,0,0,0.007872,417344972.2,0.08333333333333333,0.9359999999999999,0.007872,0.11784380641145346,122403829.6,0.004096
