customer_id,age,income,credit_score,months_on_book,current_limit,avg_monthly_spend,utilization_rate,num_late_payments_12m,debt_to_income,num_credit_inquiries_6m,employment_status,account_type,limit_increase_treatment,spend_change_pct,defaulted_next_12m
CUST_008080,32.0,293415.94,701.0,92,23737.97,3735.4,0.157,0,0.065,1,employed,standard,1,26.05,0
CUST_008081,54.0,299395.01,806.0,31,25805.13,4756.1,0.184,0,0.393,2,employed,standard,0,14.61,0
CUST_008082,34.0,420732.91,603.0,106,30913.92,19605.98,0.634,2,0.107,0,employed,standard,1,17.48,0
CUST_008083,49.0,514072.07,653.0,42,100408.3,49327.28,0.491,1,0.138,1,employed,premium,1,17.57,0
CUST_008084,22.0,537965.12,618.0,59,64242.38,1600.44,0.025,1,0.218,1,employed,premium,1,18.21,0
CUST_008085,43.0,474542.69,622.0,167,131008.26,81418.74,0.621,0,0.179,0,employed,standard,1,24.54,0
CUST_008086,18.0,342781.96,785.0,124,18842.86,13554.63,0.719,1,0.527,3,employed,standard,0,14.46,0
CUST_008087,37.0,925690.01,694.0,129,66413.75,23981.1,0.361,2,0.403,1,unemployed,premium,0,9.94,0
CUST_008088,45.0,486839.07,720.0,70,61797.59,18424.36,0.298,0,0.021,1,self_employed,premium,1,39.71,0
CUST_008089,34.0,1017593.22,642.0,119,21655.51,2891.65,0.134,0,0.216,3,employed,premium,0,10.25,0
CUST_008090,27.0,377880.77,753.0,109,61366.45,17617.41,0.287,0,0.074,0,employed,standard,1,27.32,0
CUST_008091,50.0,1442459.83,648.0,126,62710.31,14853.91,0.237,1,0.282,0,unemployed,standard,1,41.04,1
CUST_008092,39.0,282208.79,569.0,14,35502.97,5775.7,0.163,1,0.152,2,employed,premium,1,14.33,0
CUST_008093,34.0,593313.84,652.0,12,63789.36,22289.3,0.349,1,0.274,1,self_employed,standard,0,8.92,0
CUST_008094,41.0,381067.66,760.0,134,28420.7,11244.18,0.396,1,0.311,2,employed,standard,1,31.06,0
CUST_008095,72.0,606829.74,608.0,107,70729.49,15576.27,0.22,0,0.278,2,employed,premium,0,6.78,0
CUST_008096,54.0,384315.7,722.0,186,88773.84,4331.01,0.049,2,0.338,0,retired,premium,1,27.9,0
CUST_008097,54.0,227428.85,694.0,65,32272.24,16293.4,0.505,0,0.329,2,retired,premium,0,2.49,0
CUST_008098,45.0,420285.41,758.0,187,77891.97,16914.75,0.217,1,0.071,4,employed,standard,0,7.22,0
CUST_008099,42.0,1224751.1,717.0,52,23621.93,2326.18,0.098,2,0.381,2,employed,standard,0,0.92,0
CUST_008100,18.0,380784.83,747.0,82,52008.21,18239.71,0.351,0,0.229,0,self_employed,standard,1,19.99,0
CUST_008101,32.0,750729.15,776.0,226,50131.54,5499.89,0.11,0,0.433,1,employed,student,1,31.3,0
CUST_008102,34.0,598728.23,645.0,229,41053.5,13072.36,0.318,0,0.175,1,self_employed,student,1,31.88,0
CUST_008103,18.0,486696.24,735.0,190,40632.7,29135.38,0.717,1,0.19,4,employed,standard,0,4.41,0
CUST_008104,26.0,1497804.03,679.0,113,111644.63,64762.07,0.58,1,0.395,0,retired,standard,0,2.43,0
CUST_008105,18.0,518380.07,668.0,178,13507.94,8164.67,0.604,0,0.339,1,self_employed,premium,1,33.43,0
CUST_008106,40.0,644510.83,794.0,78,106654.25,41187.11,0.386,0,0.215,1,employed,standard,0,14.57,0
CUST_008107,50.0,620665.93,820.0,138,25509.43,9562.32,0.375,0,0.249,1,employed,premium,1,28.52,0
CUST_008108,53.0,1213174.14,682.0,226,115109.75,58571.64,0.509,1,0.196,1,employed,standard,1,28.28,0
CUST_008109,45.0,304258.84,665.0,143,81268.55,9097.16,0.112,1,0.112,2,employed,student,0,1.09,0
CUST_008110,28.0,1639459.1,816.0,199,59814.94,16128.9,0.27,0,0.375,0,employed,standard,0,6.15,0
CUST_008111,18.0,1183221.46,675.0,80,90024.17,23023.18,0.256,1,0.156,2,employed,standard,1,29.82,0
CUST_008112,19.0,714222.62,620.0,3,38644.65,4130.7,0.107,0,0.236,0,employed,standard,1,33.45,0
CUST_008113,25.0,788723.2,731.0,235,64388.67,6077.98,0.094,1,0.316,4,employed,standard,1,36.06,0
CUST_008114,29.0,538945.51,628.0,225,45948.94,7333.84,0.16,0,0.11,1,employed,standard,0,12.2,0
CUST_008115,38.0,638922.53,580.0,212,57580.92,32214.43,0.559,0,0.092,0,employed,student,1,13.76,0
CUST_008116,28.0,721434.04,555.0,63,75257.73,9579.56,0.127,0,0.251,1,employed,standard,0,3.28,1
CUST_008117,44.0,396775.67,604.0,95,66228.57,10364.62,0.156,1,0.177,2,unemployed,standard,0,5.86,0
CUST_008118,37.0,1183196.7,592.0,88,40357.02,6882.23,0.171,0,0.242,1,employed,standard,0,14.36,0
CUST_008119,40.0,660567.47,626.0,84,51551.23,18684.71,0.362,0,0.025,0,employed,student,0,-2.55,0
CUST_008120,54.0,636489.63,724.0,149,46060.79,20557.66,0.446,1,0.239,2,employed,standard,1,31.75,0
CUST_008121,26.0,404330.66,697.0,104,35539.45,12174.57,0.343,1,0.095,1,employed,premium,0,7.93,0
CUST_008122,45.0,1010932.88,635.0,75,82627.89,16922.3,0.205,1,0.176,1,employed,premium,1,25.32,0
CUST_008123,40.0,584975.86,719.0,58,94411.13,38229.18,0.405,0,0.202,2,retired,standard,0,5.57,0
CUST_008124,36.0,471498.84,680.0,88,160052.26,83073.3,0.519,3,0.359,2,employed,standard,0,3.62,0
CUST_008125,51.0,366329.86,651.0,96,34096.18,17427.7,0.511,0,0.345,0,employed,premium,1,41.56,1
CUST_008126,51.0,555326.79,700.0,23,84209.1,26998.35,0.321,1,0.241,1,employed,premium,1,10.23,0
CUST_008127,29.0,352790.92,694.0,105,59334.49,19498.97,0.329,1,0.041,1,self_employed,standard,1,33.53,0
CUST_008128,38.0,697755.56,652.0,87,42888.0,1610.0,0.038,0,0.318,4,employed,premium,0,-1.85,0
CUST_008129,43.0,846164.49,551.0,90,76020.93,27161.06,0.357,2,0.206,1,employed,standard,1,28.23,0
CUST_008130,37.0,500387.48,628.0,55,50564.66,1885.91,0.037,1,0.357,1,employed,standard,1,30.63,0
CUST_008131,47.0,664139.86,745.0,161,46963.31,23318.98,0.497,1,0.116,1,self_employed,standard,0,-7.89,0
CUST_008132,43.0,1034116.89,558.0,188,47764.64,4995.59,0.105,1,0.008,3,self_employed,standard,1,14.3,0
CUST_008133,62.0,552508.22,695.0,68,34486.97,9328.26,0.27,0,0.261,1,unemployed,standard,0,5.57,0
CUST_008134,22.0,569527.56,709.0,199,92440.98,33376.33,0.361,0,0.455,0,employed,standard,0,2.4,0
CUST_008135,39.0,598679.04,656.0,2,53117.57,16101.09,0.303,2,0.031,2,self_employed,standard,0,4.75,0
CUST_008136,29.0,489791.69,608.0,4,72737.7,29290.99,0.403,1,0.367,0,employed,standard,0,5.8,0
CUST_008137,47.0,509790.94,794.0,69,109590.88,12959.85,0.118,2,0.211,1,employed,standard,1,43.24,0
CUST_008138,21.0,422549.02,737.0,3,31362.12,9624.71,0.307,1,0.092,3,employed,standard,0,16.94,0
CUST_008139,44.0,724521.68,641.0,110,171280.2,67813.14,0.396,2,0.194,2,employed,standard,1,24.34,0
CUST_008140,32.0,578270.68,582.0,115,51503.66,25276.89,0.491,2,0.327,1,employed,standard,1,35.64,1
CUST_008141,31.0,781893.13,726.0,69,61155.29,8847.92,0.145,1,0.421,1,employed,student,0,4.75,0
CUST_008142,23.0,945806.15,659.0,182,72796.89,22532.26,0.31,0,0.235,1,self_employed,student,1,30.66,0
CUST_008143,34.0,372204.9,732.0,176,31334.95,4285.15,0.137,0,0.29,1,employed,premium,1,21.8,0
CUST_008144,53.0,409816.79,710.0,74,32807.21,4789.81,0.146,0,0.264,0,self_employed,standard,1,38.42,0
CUST_008145,40.0,815329.03,653.0,28,43173.83,13411.84,0.311,1,0.496,1,employed,standard,0,9.58,1
CUST_008146,48.0,532604.29,693.0,48,52157.94,20944.1,0.402,0,0.33,1,employed,premium,1,29.94,0
CUST_008147,60.0,619285.16,762.0,37,32754.26,9060.29,0.277,1,0.361,1,employed,standard,0,14.08,0
CUST_008148,43.0,620082.51,651.0,121,24620.33,2126.79,0.086,1,0.154,2,employed,premium,1,21.92,0
CUST_008149,33.0,389801.06,578.0,24,87336.95,8446.03,0.097,0,0.336,1,employed,premium,1,30.9,0
CUST_008150,46.0,749919.54,647.0,29,28365.25,1745.33,0.062,1,0.23,1,retired,standard,1,23.5,0
CUST_008151,33.0,667980.37,664.0,77,77449.25,3721.9,0.048,0,0.112,2,employed,standard,1,17.77,0
CUST_008152,34.0,379339.16,615.0,154,27031.41,7030.51,0.26,1,0.477,0,employed,premium,1,27.86,0
CUST_008153,22.0,554415.8,718.0,139,34907.39,13795.13,0.395,0,0.067,2,retired,standard,0,7.39,0
CUST_008154,51.0,568603.69,702.0,105,44886.8,20724.21,0.462,0,0.137,2,self_employed,student,1,6.29,0
CUST_008155,35.0,836014.46,731.0,17,153605.35,24840.96,0.162,2,0.384,0,unemployed,standard,0,-4.79,0
CUST_008156,42.0,1012472.96,699.0,34,53927.23,13787.28,0.256,0,0.213,1,employed,student,1,34.56,0
CUST_008157,28.0,594952.17,657.0,201,56032.36,5261.63,0.094,0,0.253,1,employed,student,1,38.66,0
CUST_008158,45.0,280319.15,753.0,4,45729.71,21861.35,0.478,0,0.075,0,self_employed,standard,0,14.49,0
CUST_008159,31.0,827986.49,701.0,213,31462.29,8665.86,0.275,1,0.333,4,retired,standard,0,2.41,0
CUST_008160,38.0,1605800.11,747.0,109,68938.01,39312.85,0.57,0,0.166,2,unemployed,standard,1,30.42,0
CUST_008161,51.0,824932.71,645.0,104,49745.26,10358.37,0.208,0,0.144,3,unemployed,premium,0,9.33,0
CUST_008162,49.0,528202.85,730.0,95,99030.44,12416.09,0.125,2,0.196,0,employed,premium,1,26.95,0
CUST_008163,40.0,715306.65,694.0,2,27584.34,3402.59,0.123,1,0.041,1,employed,standard,1,18.73,0
CUST_008164,19.0,856075.54,704.0,136,95894.87,41547.94,0.433,0,0.146,3,retired,student,1,46.21,0
CUST_008165,76.0,628349.61,717.0,213,55058.76,13698.96,0.249,1,0.274,4,self_employed,standard,1,41.61,0
CUST_008166,61.0,1079189.32,583.0,87,33066.06,19575.63,0.592,1,0.213,1,self_employed,premium,0,4.1,1
CUST_008167,49.0,358774.6,665.0,3,57130.27,18524.15,0.324,1,0.506,3,employed,standard,0,10.63,0
CUST_008168,31.0,497915.94,658.0,147,32611.88,7388.06,0.227,1,0.114,2,employed,premium,1,14.84,0
CUST_008169,39.0,734249.2,685.0,224,89124.72,2076.16,0.023,0,0.172,3,employed,standard,1,19.45,0
CUST_008170,33.0,817694.33,677.0,53,46292.78,21180.84,0.458,0,0.312,0,self_employed,standard,0,-2.87,0
CUST_008171,55.0,466861.81,711.0,2,32839.22,5402.14,0.165,1,0.177,3,employed,standard,0,13.61,0
CUST_008172,43.0,487129.98,655.0,174,37145.41,13635.1,0.367,3,0.258,1,employed,student,0,2.26,0
CUST_008173,31.0,442431.29,681.0,74,33043.32,4925.59,0.149,0,0.092,2,employed,standard,1,29.09,0
CUST_008174,34.0,427164.59,702.0,181,105739.16,27338.5,0.259,0,0.381,2,employed,premium,0,4.14,0
CUST_008175,53.0,754306.3,705.0,20,27884.59,2687.73,0.096,0,0.239,1,employed,premium,1,32.49,1
CUST_008176,59.0,587201.52,657.0,149,47379.44,10750.58,0.227,0,0.491,1,employed,standard,0,7.77,0
CUST_008177,58.0,1070641.36,670.0,96,55749.82,9297.23,0.167,0,0.296,1,employed,premium,0,3.0,0
CUST_008178,49.0,365077.87,732.0,18,39328.36,7288.1,0.185,0,0.11,3,unemployed,standard,1,15.91,0
CUST_008179,37.0,556410.34,668.0,25,24975.68,5309.72,0.213,1,0.271,2,retired,premium,1,33.63,0
CUST_008180,18.0,831614.51,596.0,147,139613.18,14974.02,0.107,2,0.337,2,employed,standard,0,10.36,0
CUST_008181,44.0,697264.03,677.0,184,41662.8,13166.96,0.316,1,0.361,1,employed,premium,1,23.47,0
CUST_008182,40.0,364326.47,696.0,2,25433.85,4956.19,0.195,1,0.266,0,retired,premium,1,18.02,0
CUST_008183,42.0,1002957.23,738.0,233,33225.91,14924.54,0.449,0,0.164,1,employed,standard,1,6.1,0
CUST_008184,41.0,623525.25,697.0,161,52058.89,1111.58,0.021,0,0.209,0,retired,standard,0,-15.85,0
CUST_008185,24.0,1415044.65,712.0,2,44935.08,5883.76,0.131,0,0.175,0,employed,standard,1,24.84,0
CUST_008186,47.0,562729.05,644.0,71,24311.7,5386.83,0.222,1,0.126,1,employed,standard,0,2.19,1
CUST_008187,48.0,1005608.37,632.0,185,57087.93,16593.02,0.291,1,0.564,0,self_employed,standard,0,1.28,0
CUST_008188,48.0,508251.98,700.0,99,27303.11,11246.83,0.412,0,0.072,1,unemployed,standard,1,28.39,0
CUST_008189,51.0,537000.91,797.0,176,72192.96,29291.53,0.406,2,0.178,2,self_employed,student,0,-0.37,0
CUST_008190,47.0,745874.27,762.0,229,59544.41,7418.82,0.125,0,0.084,1,employed,standard,1,44.07,0
CUST_008191,35.0,277617.61,748.0,20,42175.17,12765.35,0.303,0,0.158,2,employed,student,1,27.46,0
CUST_008192,39.0,240728.9,712.0,10,250034.04,41876.66,0.167,0,0.348,1,employed,standard,0,3.8,0
CUST_008193,41.0,440360.85,672.0,83,36990.28,7551.51,0.204,1,0.282,1,retired,standard,0,-5.97,0
CUST_008194,41.0,332767.18,754.0,187,46160.45,16120.2,0.349,2,0.185,1,retired,premium,1,34.1,0
CUST_008195,52.0,216419.93,752.0,201,107165.21,34204.6,0.319,0,0.076,1,employed,student,1,15.01,0
CUST_008196,48.0,834123.11,668.0,53,72999.94,27994.19,0.383,1,0.223,2,employed,standard,1,23.49,0
CUST_008197,65.0,418320.65,633.0,217,31289.42,11779.94,0.376,1,0.203,0,employed,standard,0,-1.49,0
CUST_008198,66.0,511623.47,673.0,98,59477.3,32665.53,0.549,1,0.399,0,employed,standard,1,44.61,0
CUST_008199,41.0,635796.76,695.0,99,81019.4,17339.9,0.214,1,0.175,2,employed,standard,1,27.61,0
CUST_008200,18.0,749404.61,635.0,228,13104.1,3293.69,0.251,2,0.257,1,unemployed,standard,0,2.5,1
CUST_008201,55.0,678272.98,629.0,170,40259.52,20081.09,0.499,1,0.041,1,self_employed,student,1,19.08,0
CUST_008202,34.0,654050.12,672.0,66,121999.85,41741.78,0.342,1,0.126,1,unemployed,student,1,22.97,1
CUST_008203,30.0,737676.56,640.0,3,34812.61,14537.44,0.418,1,0.434,3,retired,standard,1,34.82,0
CUST_008204,35.0,476929.91,683.0,12,102976.65,19256.01,0.187,3,0.145,2,retired,standard,0,5.7,0
CUST_008205,35.0,433343.91,788.0,126,33627.28,5984.83,0.178,0,0.251,1,employed,standard,1,19.16,0
CUST_008206,47.0,210522.9,754.0,194,54629.95,7255.65,0.133,0,0.273,0,unemployed,standard,1,32.65,0
CUST_008207,21.0,795908.22,783.0,230,51067.47,13744.94,0.269,0,0.119,0,unemployed,student,1,15.78,0
CUST_008208,27.0,438666.31,572.0,111,34046.99,3937.76,0.116,1,0.167,2,employed,standard,0,11.96,0
CUST_008209,44.0,1458004.25,790.0,70,20400.41,7065.49,0.346,0,0.422,2,self_employed,standard,0,1.9,0
CUST_008210,47.0,832372.66,656.0,88,74123.47,27730.62,0.374,1,0.321,4,employed,premium,0,-14.2,0
CUST_008211,48.0,915786.58,709.0,89,36502.6,10156.65,0.278,0,0.034,0,employed,student,0,19.53,0
CUST_008212,31.0,820429.33,819.0,24,135407.03,24286.88,0.179,1,0.35,2,employed,standard,0,13.07,0
CUST_008213,28.0,758281.52,689.0,21,42366.73,19523.9,0.461,0,0.214,2,employed,student,1,24.24,0
CUST_008214,34.0,739844.01,589.0,61,45739.67,35013.16,0.765,1,0.128,1,employed,premium,1,21.92,0
CUST_008215,43.0,771493.2,575.0,86,62061.21,11651.74,0.188,0,0.404,0,employed,standard,1,27.62,0
CUST_008216,58.0,646116.33,680.0,113,33568.53,8434.09,0.251,0,0.363,0,employed,standard,1,32.02,0
CUST_008217,18.0,452525.43,611.0,13,48260.39,12927.78,0.268,0,0.176,2,employed,premium,1,21.44,0
CUST_008218,37.0,351368.87,664.0,85,21550.58,11220.26,0.521,0,0.169,1,employed,standard,1,16.88,0
CUST_008219,24.0,722357.63,688.0,177,76527.07,16662.08,0.218,0,0.331,0,employed,standard,1,28.75,0
CUST_008220,20.0,1067882.63,708.0,18,22554.81,9668.06,0.429,2,0.185,0,self_employed,standard,0,10.37,0
CUST_008221,52.0,564427.0,668.0,148,75808.63,22061.97,0.291,0,0.387,1,employed,standard,0,4.06,0
CUST_008222,47.0,639305.46,766.0,132,41605.71,14057.89,0.338,1,0.227,3,employed,standard,0,19.84,0
CUST_008223,45.0,330083.1,676.0,99,35183.49,16168.61,0.46,0,0.089,0,employed,standard,1,35.68,0
CUST_008224,51.0,486849.46,687.0,6,39127.71,3936.24,0.101,0,0.174,1,employed,student,0,-7.64,0
CUST_008225,34.0,343525.62,667.0,110,61552.5,5041.19,0.082,2,0.102,0,unemployed,standard,0,-0.06,0
CUST_008226,35.0,354431.89,692.0,99,60530.08,8372.66,0.138,2,0.281,2,employed,standard,0,20.99,0
CUST_008227,66.0,624327.63,704.0,11,39688.79,11841.83,0.298,0,0.172,1,employed,premium,1,28.39,0
CUST_008228,37.0,581918.99,700.0,141,32367.18,6002.39,0.185,0,0.348,0,employed,standard,0,-2.5,0
CUST_008229,49.0,851236.73,651.0,128,26958.81,5421.88,0.201,0,0.171,2,employed,standard,0,-1.65,0
CUST_008230,40.0,843058.29,737.0,143,15188.5,8075.89,0.532,2,0.179,1,employed,premium,0,16.98,0
CUST_008231,18.0,403008.32,545.0,222,91129.22,6260.36,0.069,0,0.146,1,unemployed,standard,0,6.07,1
CUST_008232,18.0,249942.25,649.0,96,57018.12,15728.56,0.276,1,0.216,1,self_employed,standard,1,34.24,0
CUST_008233,33.0,389722.34,760.0,15,91641.64,25385.7,0.277,1,0.248,1,employed,premium,0,1.81,0
CUST_008234,53.0,433756.24,751.0,219,80698.04,3850.96,0.048,1,0.052,0,employed,standard,1,31.17,0
CUST_008235,49.0,765603.62,674.0,198,81955.68,32324.14,0.394,1,0.251,0,employed,standard,1,13.85,0
CUST_008236,51.0,786689.07,617.0,146,38579.71,8220.44,0.213,0,0.134,1,employed,student,1,29.6,0
CUST_008237,28.0,584811.17,640.0,171,52947.19,7491.91,0.141,0,0.047,1,employed,standard,0,-0.74,0
CUST_008238,59.0,833230.85,647.0,200,29915.34,7596.95,0.254,1,0.574,1,self_employed,premium,1,47.07,0
CUST_008239,28.0,1891765.7,611.0,115,65201.67,8397.43,0.129,0,0.179,2,employed,premium,1,23.06,0
CUST_008240,43.0,566193.16,724.0,83,53420.7,28591.9,0.535,0,0.39,0,retired,standard,1,41.73,0
CUST_008241,40.0,537715.96,679.0,50,62598.83,6192.56,0.099,4,0.251,2,self_employed,premium,1,41.96,0
CUST_008242,38.0,409099.04,769.0,106,46529.57,11173.22,0.24,2,0.319,0,employed,standard,1,23.83,0
CUST_008243,56.0,689317.5,601.0,84,86896.47,20973.06,0.241,1,0.297,3,employed,standard,1,5.42,0
CUST_008244,32.0,996324.61,620.0,147,37974.81,15061.22,0.397,0,0.209,1,retired,student,0,4.77,0
CUST_008245,24.0,477161.26,724.0,179,30491.8,8322.92,0.273,1,0.143,1,self_employed,standard,0,18.98,0
CUST_008246,40.0,500816.14,792.0,47,104511.48,26140.16,0.25,0,0.464,3,self_employed,standard,1,36.64,0
CUST_008247,35.0,472263.7,610.0,113,64436.68,10278.39,0.16,1,0.252,2,self_employed,premium,0,-3.55,1
CUST_008248,80.0,355806.32,687.0,5,41293.4,31547.73,0.764,1,0.209,1,self_employed,standard,1,25.94,0
CUST_008249,48.0,634373.33,636.0,131,21728.6,5841.75,0.269,0,0.16,0,employed,premium,1,20.24,0
CUST_008250,35.0,644660.04,586.0,102,39593.07,13262.8,0.335,1,0.04,2,employed,student,1,14.81,0
CUST_008251,27.0,586186.97,634.0,230,16465.87,1292.7,0.079,0,0.595,3,employed,premium,1,42.62,0
CUST_008252,18.0,1366233.5,647.0,123,30768.76,12197.7,0.396,0,0.09,0,self_employed,standard,0,1.19,0
CUST_008253,28.0,715026.06,683.0,217,38911.47,19298.52,0.496,0,0.439,0,unemployed,standard,1,39.87,0
CUST_008254,41.0,361356.22,588.0,162,67810.9,45373.62,0.669,0,0.275,1,employed,standard,0,6.08,0
CUST_008255,57.0,793765.28,700.0,232,48535.07,6614.75,0.136,0,0.256,3,unemployed,premium,1,24.65,1
CUST_008256,53.0,512595.79,712.0,85,31790.46,17531.84,0.551,0,0.23,0,employed,premium,1,14.26,0
CUST_008257,43.0,515041.22,660.0,3,88985.39,14849.23,0.167,0,0.411,2,employed,standard,0,4.57,0
CUST_008258,36.0,552346.94,822.0,186,28531.26,5638.65,0.198,0,0.033,2,employed,student,0,2.94,0
CUST_008259,43.0,525243.72,760.0,98,18035.25,4857.18,0.269,0,0.09,0,self_employed,premium,1,24.9,0
CUST_008260,34.0,674326.39,813.0,191,75983.11,8224.84,0.108,0,0.268,1,self_employed,student,1,19.37,0
CUST_008261,61.0,1547165.43,647.0,182,39065.62,4414.9,0.113,0,0.629,2,employed,premium,1,31.11,1
CUST_008262,38.0,505974.15,717.0,81,70745.75,13602.63,0.192,0,0.201,1,employed,standard,0,2.63,0
CUST_008263,39.0,621613.44,687.0,73,33348.28,7598.15,0.228,2,0.199,3,unemployed,standard,1,38.43,0
CUST_008264,18.0,663604.13,660.0,119,33560.46,12086.81,0.36,0,0.178,2,self_employed,standard,1,27.55,0
CUST_008265,38.0,474160.32,686.0,123,26712.45,15069.3,0.564,0,0.302,0,employed,premium,1,32.13,0
CUST_008266,50.0,498496.11,626.0,137,53885.15,3457.87,0.064,0,0.354,2,employed,standard,0,3.97,0
CUST_008267,27.0,933855.36,655.0,35,69038.53,9453.73,0.137,1,0.159,5,employed,student,1,41.06,0
CUST_008268,31.0,474668.37,642.0,93,79503.74,14083.98,0.177,2,0.311,0,employed,premium,1,23.39,0
CUST_008269,50.0,400464.09,719.0,147,102455.94,38247.56,0.373,0,0.009,0,employed,standard,1,21.28,0
CUST_008270,22.0,1332166.39,626.0,106,63599.71,47616.07,0.749,0,0.446,1,employed,standard,1,25.3,0
CUST_008271,53.0,347196.12,691.0,172,29561.73,3752.65,0.127,1,0.29,0,unemployed,premium,1,27.8,0
CUST_008272,34.0,888702.53,642.0,16,93043.75,43839.15,0.471,1,0.105,3,employed,student,1,31.98,0
CUST_008273,35.0,545449.08,711.0,88,52911.84,36180.03,0.684,0,0.216,1,employed,premium,1,35.28,0
CUST_008274,27.0,345634.9,684.0,56,76242.01,40030.62,0.525,1,0.385,0,employed,standard,1,39.23,0
CUST_008275,45.0,504059.64,655.0,129,39962.35,12941.38,0.324,1,0.147,0,self_employed,standard,1,33.79,0
CUST_008276,70.0,539534.54,732.0,71,52603.24,13563.8,0.258,0,0.181,0,employed,standard,1,30.65,0
CUST_008277,49.0,286771.81,605.0,53,52494.07,20032.58,0.382,0,0.537,0,retired,premium,0,-3.64,0
CUST_008278,30.0,723989.72,653.0,53,28322.6,13249.24,0.468,0,0.319,1,retired,standard,1,36.01,0
CUST_008279,54.0,691914.54,628.0,57,20027.47,8483.69,0.424,0,0.157,0,employed,standard,1,11.29,0
CUST_008280,36.0,510552.23,559.0,180,39752.96,11007.64,0.277,1,0.117,1,retired,standard,0,9.04,1
CUST_008281,56.0,738991.49,635.0,35,101802.31,64044.23,0.629,1,0.327,2,employed,standard,1,14.74,0
CUST_008282,50.0,654642.63,643.0,85,42653.71,29966.93,0.703,0,0.053,2,employed,premium,0,7.59,0
CUST_008283,18.0,1068913.02,688.0,95,48879.16,18132.5,0.371,0,0.3,2,employed,standard,1,41.62,0
CUST_008284,28.0,367660.74,681.0,26,47517.79,5291.51,0.111,1,0.032,1,employed,standard,1,20.2,0
CUST_008285,51.0,523518.94,738.0,155,80469.19,28966.51,0.36,1,0.19,2,employed,standard,1,28.66,0
CUST_008286,42.0,937057.87,712.0,172,27092.34,11597.46,0.428,1,0.233,1,employed,standard,1,31.31,0
CUST_008287,28.0,761921.52,685.0,235,73630.48,34574.07,0.47,1,0.11,1,employed,standard,0,8.54,0
CUST_008288,32.0,211988.39,740.0,192,44690.84,17642.87,0.395,0,0.156,1,self_employed,standard,0,-14.82,0
CUST_008289,18.0,281770.18,604.0,230,48472.76,14279.57,0.295,0,0.237,2,employed,student,1,20.93,1
CUST_008290,39.0,597400.41,724.0,177,60901.5,30693.69,0.504,0,0.11,0,employed,premium,1,2.87,0
CUST_008291,67.0,1249080.07,681.0,126,47424.41,17858.74,0.377,0,0.072,0,employed,student,1,26.51,0
CUST_008292,50.0,491747.04,756.0,138,56628.86,8811.52,0.156,2,0.399,0,retired,standard,1,36.95,0
CUST_008293,66.0,799723.95,722.0,161,35927.98,13187.35,0.367,1,0.506,1,employed,standard,0,10.24,0
CUST_008294,51.0,619811.54,567.0,48,88616.33,55934.11,0.631,0,0.222,3,employed,standard,0,-1.03,0
CUST_008295,52.0,774910.35,606.0,173,51837.62,16496.14,0.318,0,0.04,1,employed,standard,1,13.54,0
CUST_008296,64.0,966881.34,647.0,118,80778.02,22102.1,0.274,2,0.103,1,employed,standard,1,20.38,0
CUST_008297,45.0,913362.53,634.0,57,64323.65,13629.03,0.212,0,0.246,1,employed,standard,1,20.78,0
CUST_008298,38.0,899018.9,600.0,1,77627.11,13615.76,0.175,1,0.06,1,employed,standard,0,-3.38,0
CUST_008299,52.0,452831.83,627.0,118,77712.4,29814.71,0.384,0,0.565,2,employed,standard,1,53.2,0
CUST_008300,57.0,557907.26,590.0,155,55786.16,22159.02,0.397,0,0.353,1,employed,premium,0,12.39,0
CUST_008301,34.0,754137.04,710.0,234,77865.61,19736.03,0.253,0,0.085,1,self_employed,standard,1,15.7,0
CUST_008302,31.0,741995.53,700.0,57,60750.93,9680.42,0.159,0,0.014,1,employed,standard,1,14.22,0
CUST_008303,42.0,780446.93,656.0,124,134370.08,33143.68,0.247,0,0.357,1,employed,premium,0,5.08,0
CUST_008304,50.0,269430.39,802.0,39,52918.14,22694.34,0.429,1,0.502,0,employed,premium,1,16.92,0
CUST_008305,50.0,1023438.67,590.0,166,59718.66,6253.05,0.105,0,0.327,1,employed,standard,0,0.04,1
CUST_008306,23.0,277481.71,740.0,146,71843.84,7091.46,0.099,0,0.149,1,employed,premium,1,17.57,0
CUST_008307,63.0,425958.55,695.0,45,38498.3,15172.32,0.394,0,0.379,0,retired,standard,1,-4.48,0
CUST_008308,32.0,652060.37,583.0,152,76094.39,19217.29,0.253,3,0.565,0,employed,premium,0,14.97,0
CUST_008309,37.0,589343.74,712.0,75,40222.05,19286.6,0.48,0,0.539,2,employed,standard,0,11.14,0
CUST_008310,29.0,1130787.35,705.0,42,39432.83,17819.23,0.452,2,0.355,0,employed,premium,0,4.6,0
CUST_008311,72.0,352620.09,723.0,199,38918.5,6256.24,0.161,1,0.246,1,self_employed,standard,1,24.5,0
CUST_008312,43.0,506945.1,659.0,139,15891.88,2275.29,0.143,0,0.063,1,employed,premium,1,21.15,0
CUST_008313,30.0,246180.92,631.0,185,60595.15,26607.1,0.439,0,0.188,0,employed,standard,1,26.44,1
CUST_008314,50.0,633629.81,648.0,13,50094.14,25770.33,0.514,0,0.142,0,unemployed,premium,0,16.54,0
CUST_008315,49.0,543813.19,718.0,36,51310.61,23535.44,0.459,1,0.179,3,employed,premium,1,33.59,0
CUST_008316,38.0,341806.81,615.0,223,63328.9,18737.79,0.296,0,0.2,1,employed,standard,1,23.92,0
